cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9008/Car-Leasing/A1-Garage-GmbH-kOVLXxuSGPDqZeDQMEh36g?dwhat=garrage&dwhere=st.+gallen	A1 Garage GmbH	Langgasse 152	 9008 St. Gallen	071 222 50 20		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Auspuff-Luthi-GmbH-mbjvXRIlot9NMNiKZOToOw?dwhat=garrage&dwhere=st.+gallen	Auspuff Lüthi GmbH	Gartenstrasse 3	 9000 St. Gallen	071 222 38 80		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9015/Garage/Autocenter-Winkeln-GmbH-HtrDBwOKKe7dRI5gsxTwbA?dwhat=garrage&dwhere=st.+gallen	Autocenter Winkeln GmbH	Ikarusstrasse 2	 9015 St. Gallen	071 310 08 40		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9014/Garage/Autoklarer-AG-lBmBh93w2mBo9-ssMzV-EQ?dwhat=garrage&dwhere=st.+gallen	Autoklarer AG	Gröblistrasse 1416	 9014 St. Gallen	071 277 77 20		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Garage/Baumgartner-Martinsbrugg-Garage-AG-DgzWWEY355c1iisf8Rp2-A?dwhat=garrage&dwhere=st.+gallen	Baumgartner Martinsbrugg-Garage AG	Martinsbruggstrasse 107	 9016 St. Gallen	071 288 44 66		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Bodan-Garage-AG-AZlm-GnvedLQUHz7ebEetA?dwhat=garrage&dwhere=st.+gallen	Bodan-Garage AG	Sternackerstrasse 1	 9000 St. Gallen	071 222 52 22		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Burgeck-Garage-XLfVopZ0o0eez6Jt6rznBA?dwhat=garrage&dwhere=st.+gallen	Burgeck Garage	Burgstrasse 85	 9000 St. Gallen	071 278 21 41		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Garage/Capitol-Garage-7sw_mY3FdwXk8BUzs7L4ig?dwhat=garrage&dwhere=st.+gallen	Capitol-Garage	Rorschacher Strasse 239	 9016 St. Gallen	071 288 14 44		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9015/Garage/Cechmanek-J-yEniulgY2-F6OlRaCNroYA?dwhat=garrage&dwhere=st.+gallen	Cechmanek J.	Ikarusstrasse 2	 9015 St. Gallen	071 310 08 40		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9008/Garage/Die-Oldiewerkstatt-Ax8XvXfMHTAKGvSCIZj8vg?dwhat=garrage&dwhere=st.+gallen	Die - Oldiewerkstatt	Langgasse 106	 9008 St. Gallen	071 277 21 57		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Garage/Garage-Carosserie-Bronnenhuber-2Y9nb42lPrhH1lde8WYTMQ?dwhat=garrage&dwhere=st.+gallen	Garage Carosserie Bronnenhuber	Oberschachenstrasse 11	 9016 St. Gallen	071 288 17 70		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9008/Garage/Garage-Carstyle-Z3j-HUidMoJEyHEIdjr0OA?dwhat=garrage&dwhere=st.+gallen	Garage-Carstyle	AVIA Tankstelle, Langgasse 51	 9008 St. Gallen	071 888 80 80		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Garage-Vendola-p2hABEGHzQUovUlt1zhiLw?dwhat=garrage&dwhere=st.+gallen	Garage Vendola	Meisenstrasse 12	 9000 St. Gallen	071 222 19 75		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9014/Garage/Hausherr-Markus-p_R9KOUMp_xj8U3c2NKv2g?dwhat=garrage&dwhere=st.+gallen	Hausherr Markus	Zürcher Strasse 242a	 9014 St. Gallen	071 277 32 93		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Car-body-work/Hirn-Automobile-X6Uo5wbIkCfKXQYlgGmlCA?dwhat=garrage&dwhere=st.+gallen	Hirn Automobile	Zilstrasse 79	 9016 St. Gallen	071 282 30 40		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Garage/Hirsch-George-AG-ydu9Jld8TIsxR7ZPhIYNcw?dwhat=garrage&dwhere=st.+gallen	Hirsch George AG	Rorschacher Strasse 296	 9016 St. Gallen	071 288 43 81		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9015/Garage/Krazerngarage-GmbH-jrUxXPwNdqnhB2qQFKIU6g?dwhat=garrage&dwhere=st.+gallen	Kräzerngarage GmbH	Kräzernstrasse 71	 9015 St. Gallen	071 311 33 33		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9015/Garage/Lacaria-Automobile-FOtOoS-Lmogi-3Cll6y1-Q?dwhat=garrage&dwhere=st.+gallen	Lacaria Automobile	Industriestrasse 13	 9015 St. Gallen	071 311 88 77		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Lindental-Garage-GmbH-tLCjbplLcJsLxPYd3qd0jw?dwhat=garrage&dwhere=st.+gallen	Lindental Garage GmbH	Werkstrasse 5A	 9000 St. Gallen	071 250 18 18		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Migrol-Auto-Service-Yry4AiU_aZck_tONnqA5Rw?dwhat=garrage&dwhere=st.+gallen	Migrol Auto-Service	Zürcher Strasse 114	 9000 St. Gallen	071 277 89 45		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Car-dealership/Muhlegg-Garage-lRt65jTwHv8T7bGFyowN4g?dwhat=garrage&dwhere=st.+gallen	Mühlegg Garage	St. Georgen-Strasse 44	 9000 St. Gallen	071 222 75 92		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Notker-Garage-H-Wesselak-oitCg1352HiJvQc28jwYVA?dwhat=garrage&dwhere=st.+gallen	Notker-Garage H. Wesselak	Flurhofstrasse 16	 9000 St. Gallen	071 245 33 77		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Car-dealership/Oberhammer-Partner-AG-MkV35rSTVJ1jmeK2VrrjFQ?dwhat=garrage&dwhere=st.+gallen	Oberhammer & Partner AG	Martinsbruggstrasse 98a	 9016 St. Gallen	071 288 53 33		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Piccolotto-Cargnel-Y2W0IfiIWYAD4ZZiKUcU8Q?dwhat=garrage&dwhere=st.+gallen	Piccolotto & Cargnel	Landhausstrasse 8	 9000 St. Gallen	071 277 00 70		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9012/Garage/Riethusli-Garage-Mahfoud-Toutah-BanEqrvZby7f7bL6EKGrBA?dwhat=garrage&dwhere=st.+gallen	Riethüsli-Garage Mahfoud Toutah	Teufener Strasse 172	 9012 St. Gallen	071 277 81 27		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Rohrer-Jakob-PT13idxknbqQxvdQkwu8KA?dwhat=garrage&dwhere=st.+gallen	Rohrer Jakob	Andreasstrasse 5	 9000 St. Gallen	071 278 39 28		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9015/Car-dealership/Schlapfer-Fritz-Co-AG-wgMuNoWCQDrAzQ77FPM3EA?dwhat=garrage&dwhere=st.+gallen	Schläpfer Fritz & Co. AG	Bildstrasse 3	 9015 St. Gallen	071 272 11 11		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9014/Garage/Siegmann-A-kxAUV6AXuykQi9EtnbVeEQ?dwhat=garrage&dwhere=st.+gallen	Siegmann A.	Zürcher Strasse 191	 9014 St. Gallen	071 278 61 67		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9008/Garage/Sport-Garage-Bosch-Car-Service-CzgtujfE4D71Qg3a0a75tg?dwhat=garrage&dwhere=st.+gallen	Sport-Garage Bosch-Car-Service	Langgasse 152	 9008 St. Gallen	071 245 13 30		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Garage/Sportgarage-Leirer-AG-R8J3QQ6yotA8CZMLQuuFfw?dwhat=garrage&dwhere=st.+gallen	Sportgarage Leirer AG	Lerchentalstrasse 6	 9016 St. Gallen	071 250 09 01		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/St-Leonhard-Garage-GmbH-uma9Ftz10690x_V9P-8DrQ?dwhat=garrage&dwhere=st.+gallen	St. Leonhard-Garage GmbH	Bogenstrasse 13	 9000 St. Gallen	071 260 25 55		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9000/Garage/Stern-Garage--Ice00vTDLgNblSTxXVZGA?dwhat=garrage&dwhere=st.+gallen	Stern-Garage	Rorschacher Strasse 203	 9000 St. Gallen	071 244 73 05		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9015/Garage/Walter-Geier-Garage-und-Carrosserie-UqvQga4AX_LGJd7ll95Eqw?dwhat=garrage&dwhere=st.+gallen	Walter Geier Garage und Carrosserie	Industriestrasse 15	 9015 St. Gallen	071 311 44 65		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/St-Gallen/9016/Car-dealership/Zil-Garage-StGallen-AG-o0sXwm1NOduy3mKrYHnz0A?dwhat=garrage&dwhere=st.+gallen	Zil-Garage St.Gallen AG	Zilstrasse 79	 9016 St. Gallen	071 282 30 40		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Goldach/9403/Car-body-work/Carrosserie-Bruggmann-otjDokBW8OV8rEJ-gLDuyw?dwhat=garrage&dwhere=st.+gallen	Carrosserie Bruggmann	St. Gallerstrasse 71	 9403 Goldach	071 841 39 18	carrosserie-bruggmann.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Morschwil/9402/Garage/Ritz-jjSQFQRFbUefahQ0aj0WWw?dwhat=garrage&dwhere=st.+gallen	Ritz	Rorschacherstrasse 335	 9402 Mörschwil	071 866 31 31	www.garage-ritz.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Goldach/9403/Garage/Delta-Garage-slMKWViv6BXVTIq5QM_OQQ?dwhat=garrage&dwhere=st.+gallen	Delta-Garage	Untereggerstrasse 59	 9403 Goldach	071 841 52 32		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Herisau/9100/Car-body-work/Carrosserie-Pfister-AG-uMRO7Or09pXgzJeW5I8bbA?dwhat=garrage&dwhere=st.+gallen	Carrosserie Pfister AG	Industriestrasse 12	 9100 Herisau	071 352 26 26	www.carrosseriepfister.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Wittenbach/9300/Garage/Garage-Kaufmann-AG-Wittenbach-ktXTDzuE5_XbDKjxPui1fQ?dwhat=garrage&dwhere=st.+gallen	Garage Kaufmann AG Wittenbach	Arbonerstrasse 39	 9300 Wittenbach	071 292 15 15	www.garagekaufmannag.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Gossau-SG/9200/Garage/GNG-AG-rr8WmgC5xADDopGdKFI-yw?dwhat=garrage&dwhere=st.+gallen	GNG AG	St. Gallerstrasse 93/99	 9200 Gossau SG	071 388 57 57	www.gng.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Niederuzwil/9244/Garage/Nocera-Strub-AG-IjbXLfdzT_Qn0MAVyLBJDA?dwhat=garrage&dwhere=st.+gallen	Nocera + Strub AG	Hirzenstrasse 1	 9244 Niederuzwil	071 951 78 78	www.nostruag.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Wittenbach/9300/Garage/Pneu-Krusi-AG-Z1xwMo8V_BSKsO80jRKgOg?dwhat=garrage&dwhere=st.+gallen	Pneu Krüsi AG	St. Gallerstrasse 45	 9300 Wittenbach	071 298 38 83	www.pneu-kruesi.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Herisau/9100/Garage/Auto-Baier-AG-F2NXhmMYZ8vhYpbfW0VFEQ?dwhat=garrage&dwhere=st.+gallen	Auto Baier AG	Degersheimerstrasse 78	 9100 Herisau	071 351 44 92	www.auto-baier.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Wittenbach/9300/Garage/PP-Autotreff-AG-0Fibp36OgDrHzUHq8agQxQ?dwhat=garrage&dwhere=st.+gallen	PP Autotreff AG	Arbonerstrasse 14/19	 9300 Wittenbach	071 292 32 12	www.ppautotreff.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Herisau/9100/Repairs/Auto-Lanter-AG-utZRzavSpTFl5_Nir_oR_A?dwhat=garrage&dwhere=st.+gallen	Auto Lanter AG	Walke	 9100 Herisau	071 351 22 77	www.autolanter.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Wittenbach/9300/Garage/BCTuning-Widmer-Kdz4oWe2R176_xqvmKOHUg?dwhat=garrage&dwhere=st.+gallen	BCTuning Widmer	Hurliberg 1120	 9300 Wittenbach	071 383 94 41	www.bctuning.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Appenzell/9050/Garage/Garage-Baumann-uTn_Av8pzSciFjhg07TFvA?dwhat=garrage&dwhere=st.+gallen	Garage Baumann	Weissbadstrasse 11	 9050 Appenzell	071 787 14 66	www.baumann-garage.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Abtwil-SG/9030/Garage/Wieser-Inh-Urs-Wietlisbach-3YAbt7vxEguw5hhXf7zwLQ?dwhat=garrage&dwhere=st.+gallen	Wieser Inh. Urs Wietlisbach	Moosstrasse 6	 9030 Abtwil SG	071 311 25 20	www.wietlisbach-garage.ch	
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Morschwil/9402/Garage/Gargiulo-Automobil-AG-_NxzLqHLWB7I9nzNnGQj-w?dwhat=garrage&dwhere=st.+gallen	Gargiulo Automobil AG	Meggenhus 1742	 9402 Mörschwil	071 844 30 70		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Waldkirch/9205/Garage/AM-Autotech-und-Motorsport-GmbH-yH3BU7tNjpkyhJHA5FZ8Mg?dwhat=garrage&dwhere=st.+gallen	A&M Autotech und Motorsport GmbH	Arneggerstrasse 34	 9205 Waldkirch	071 430 00 72		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Wittenbach/9300/Car-body-work/Carrosserie-Spritzwerk-PhUwdphU0lPaoeWxtX8a5A?dwhat=garrage&dwhere=st.+gallen	Carrosserie + Spritzwerk	Industriestrasse 14	 9300 Wittenbach	071 298 30 10		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Abtwil-SG/9030/Garage/Citag-AG-zmv7tYod0Jbw_u7nH1wcpA?dwhat=garrage&dwhere=st.+gallen	Citag AG	Bildstrasse 3	 9030 Abtwil SG	071 313 68 68		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Lustmuhle/9062/Garage/Garage-Greco-GmbH--21GABlvCql7plnVllNNDg?dwhat=garrage&dwhere=st.+gallen	Garage Greco GmbH	Hauptstrasse 1445	 9062 Lustmühle	071 333 33 06		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Wittenbach/9300/Garage/Gruntal-Garage-AG-Jdjr_B4AlTxTUuO-VzlkVA?dwhat=garrage&dwhere=st.+gallen	Grüntal Garage AG	Ladhuebstrasse 1	 9300 Wittenbach	071 298 55 77		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Gossau-SG/9200/Garage/Haby-Scholz-AG-Y_Nx6vzEomIsMbklHP3LFA?dwhat=garrage&dwhere=st.+gallen	Häby Scholz AG	Herisauerstrasse 89	 9200 Gossau SG	071 385 31 54		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Herisau/9100/Car-dealership/HUCAR-Automobile-AG-NN6V_Fr-3xzjrEKkUw8XnQ?dwhat=garrage&dwhere=st.+gallen	HUCAR Automobile AG	Cilanderstrasse 13	 9100 Herisau	071 354 89 45		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Lommenschwil/9308/Garage/Sportwagen-Kunz-Kf32HGbJlAlXjDODtF2PoA?dwhat=garrage&dwhere=st.+gallen	Sportwagen Kunz	Schöntal 633	 9308 Lömmenschwil	071 298 16 20		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Abtwil-SG/9030/Garage/Stratos-Automobile-AG-5PWNmZgKpy9CIg22-E6riQ?dwhat=garrage&dwhere=st.+gallen	Stratos Automobile AG	Bildstrasse 3	 9030 Abtwil SG	071 313 68 68		
st. gallen	garrage	N/A	http://yellow.local.ch/en/d/Untereggen/9033/Metal-and-steel-construction/Ruttimann-vzTe8SIVuchEldgW4p0ReA?dwhat=garrage&dwhere=st.+gallen	Rüttimann	Im Böhler 10	 9033 Untereggen	071 866 18 56	www.ruettimann-metall.ch	
